warehouse_id,date,inbound_volume,outbound_volume,throughput,avg_processing_time_minutes,delays_count,efficiency_score,staff_count,overtime_hours,error_rate,returns_received
WH-12,2024-09-26,349,158,158,10.15,20,87.42,71,23.3,4.41,37
WH-18,2025-05-19,301,326,326,10.87,6,81.58,47,86.2,0.74,33
WH-20,2025-04-15,57,707,707,29.44,0,85.31,33,12.0,3.16,22
WH-05,2024-07-30,315,538,538,17.33,14,81.04,95,19.3,2.76,18
WH-03,2024-09-11,144,491,491,33.08,9,88.35,73,23.7,3.43,7
WH-18,2024-05-31,66,665,665,27.11,20,81.83,51,34.5,1.48,45
WH-10,2024-07-19,264,472,2360,38.31,14,79.27,34,85.5,0.76,25
WH-16,2026-01-10,396,490,490,22.82,15,93.37,84,37.2,0.61,22
WH-10,2026-02-13,391,253,253,14.11,10,93.24,45,98.8,1.32,23
WH-06,2024-06-18,118,109,109,24.4,8,85.97,46,33.0,3.71,2
WH-08,2025-09-06,180,111,111,14.04,4,80.15,83,52.7,4.49,0
WH-01,2024-07-15,374,145,145,39.53,5,86.44,26,56.8,1.82,26
WH-11,2025-08-15,165,439,439,23.95,18,73.59,45,45.0,4.61,33
WH-08,2025-08-27,81,149,149,30.95,6,92.97,78,18.1,2.58,33
WH-08,2025-10-19,82,217,217,32.46,17,94.14,32,15.1,0.92,11
WH-12,2024-11-03,396,366,366,12.95,5,73.41,26,22.1,0.31,1
WH-11,2025-07-23,138,505,505,24.69,3,,47,20.1,2.89,11
WH-09,2026-03-03,67,787,787,16.49,16,82.71,12,0.2,4.05,35
WH-12,2025-03-09,157,562,562,30.2,7,78.9,61,98.1,1.42,46
WH-15,2026-02-12,88,550,550,30.42,6,94.59,39,13.0,0.75,47
WH-05,2025-05-02,330,630,630,19.4,20,71.59,50,14.7,0.49,48
WH-17,2025-04-25,184,651,651,24.82,9,94.49,75,91.1,1.89,11
WH-06,2026-01-10,154,125,125,17.16,5,90.03,91,56.1,0.85,22
WH-14,2024-12-01,112,761,761,20.34,13,91.76,85,44.9,4.57,0
WH-12,2026-04-09,92,197,197,18.75,20,84.07,22,46.1,2.22,6
WH-16,2025-11-21,224,120,120,43.64,5,77.96,84,74.4,1.75,22
WH-08,2025-02-22,232,191,955,29.75,16,81.07,35,42.3,0.23,8
WH-17,2024-06-08,154,449,449,38.46,13,97.68,68,17.7,2.4,29
WH-13,2025-08-23,58,543,543,12.29,15,79.99,22,44.2,1.62,42
WH-07,2024-05-18,110,505,505,30.01,13,80.12,49,61.6,2.14,36
WH-02,2025-02-19,231,211,211,40.22,11,93.61,55,1.2,1.69,2
WH-15,2024-10-05,62,225,225,11.13,2,84.21,75,31.3,3.99,7
WH-07,2025-09-03,157,238,1190,37.73,0,77.02,89,15.1,2.38,17
WH-06,2025-04-12,52,733,733,44.27,15,,55,24.0,0.01,43
WH-03,2025-09-06,150,502,502,38.74,13,88.7,42,86.0,2.18,29
WH-02,2024-07-23,167,563,563,43.58,2,89.38,73,34.7,2.43,45
WH-14,2025-04-21,275,181,181,36.76,13,91.74,37,57.6,0.39,5
WH-19,2025-05-03,59,546,546,24.51,14,83.85,33,15.7,3.66,11
WH-10,2024-09-13,105,501,501,18.04,3,,29,83.1,3.08,7
WH-08,2025-08-27,382,576,576,40.75,11,74.5,17,3.2,4.69,30
WH-01,2024-07-23,306,597,597,26.17,4,73.5,65,98.5,3.41,27
WH-20,2024-05-01,320,472,472,30.88,13,94.58,27,51.0,1.41,38
WH-17,2025-03-13,325,347,347,23.45,4,83.94,31,81.4,3.25,21
WH-13,2026-03-15,312,774,774,17.99,18,73.73,36,68.5,2.33,33
WH-18,2024-09-20,134,398,398,20.01,4,76.06,32,91.0,2.89,34
WH-15,2025-06-09,334,792,792,42.21,14,82.07,35,58.9,1.91,13
WH-11,2026-01-31,323,454,454,30.33,0,96.51,20,73.3,2.7,31
WH-11,2026-03-25,137,294,294,29.47,13,70.25,100,59.8,0.54,34
WH-20,2026-03-11,307,722,722,26.53,18,91.8,30,36.6,0.61,0
WH-04,2024-06-05,308,515,515,25.83,9,75.3,59,24.2,1.79,12
WH-04,2025-12-19,174,540,540,43.22,18,80.44,100,89.8,3.75,28
WH-10,2024-11-06,95,348,348,16.97,15,81.44,78,5.2,4.48,1
WH-15,2024-07-09,76,490,490,21.33,20,76.55,93,21.4,0.83,15
WH-18,2025-05-07,134,772,772,38.23,1,74.67,47,28.4,0.2,45
WH-15,2025-03-29,66,542,542,19.22,10,86.42,46,77.7,1.49,43
WH-16,2025-12-07,104,563,563,21.67,5,95.46,33,82.8,3.06,38
WH-20,2024-10-04,105,523,523,39.52,18,81.65,58,33.6,4.76,29
WH-02,2025-09-24,138,277,277,10.79,2,80.8,39,5.1,3.75,28
WH-15,2025-01-01,206,133,133,34.37,9,71.36,28,55.4,3.01,28
WH-05,2025-05-26,292,471,471,32.76,5,79.62,50,19.2,0.3,5
WH-03,2025-07-17,219,120,120,37.09,17,88.13,52,26.3,4.45,5
WH-01,2025-09-15,316,427,427,38.27,19,,73,71.7,3.29,19
WH-14,2025-03-31,330,110,110,44.13,5,71.06,19,23.6,4.7,3
WH-08,2025-06-03,211,740,740,19.32,0,88.02,67,84.6,2.62,1
WH-02,2026-01-06,349,349,349,30.01,0,74.66,79,98.1,3.3,46
WH-15,2025-08-13,290,156,156,44.51,19,83.27,52,53.8,2.53,36
WH-08,2025-05-27,328,403,403,43.66,8,93.69,56,20.3,1.23,35
WH-12,2024-08-02,147,791,791,30.9,4,87.19,20,47.1,1.9,10
WH-05,2025-09-04,110,669,669,18.74,16,91.71,63,64.4,3.22,23
WH-10,2025-08-16,370,224,224,39.24,15,,64,35.7,0.35,6
WH-17,2026-01-06,195,706,706,39.1,15,91.01,77,57.0,2.53,38
WH-16,2024-06-17,335,301,301,26.81,1,88.22,51,94.1,4.8,35
WH-04,2025-02-08,317,266,266,43.89,18,78.32,66,5.7,3.36,21
WH-03,2025-08-05,333,573,573,19.43,12,88.41,25,96.8,2.08,10
WH-13,2025-10-12,321,271,271,16.91,0,74.64,19,43.1,3.39,13
WH-16,2024-11-26,351,231,231,16.27,6,91.68,55,98.2,0.55,20
WH-05,2025-12-11,317,732,732,29.35,12,78.7,97,2.3,0.68,50
WH-15,2026-02-11,136,664,664,18.87,0,96.27,56,45.2,3.66,20
WH-07,2025-07-05,342,264,264,33.01,9,93.11,78,49.6,3.33,14
WH-08,2025-11-04,331,434,434,22.51,7,,81,32.6,1.64,5
WH-13,2025-05-20,266,688,688,27.49,5,86.83,42,81.9,3.66,16
WH-07,2025-12-09,282,547,547,21.92,4,73.77,12,24.5,2.3,46
WH-01,2025-04-28,141,557,557,42.05,4,78.17,45,21.3,0.86,15
WH-16,2026-03-21,123,512,512,13.64,6,72.06,12,19.7,0.42,45
WH-13,2025-09-30,214,152,152,11.58,15,,34,47.8,4.52,40
WH-02,2025-06-16,69,447,447,23.86,14,,49,78.2,4.68,44
WH-11,2025-01-14,285,730,730,24.56,4,76.51,17,42.3,3.72,48
WH-16,2024-11-08,205,200,200,36.3,10,86.09,80,59.4,1.96,12
WH-19,2026-03-10,130,726,726,37.29,2,88.55,38,2.8,2.64,40
WH-18,2024-10-30,207,369,369,36.37,13,77.15,45,37.6,1.48,32
WH-07,2024-05-05,183,519,519,28.36,20,89.28,65,74.5,3.63,3
WH-06,2025-04-07,311,704,704,16.79,8,90.08,58,57.0,3.07,36
WH-01,2025-07-26,149,592,592,18.26,3,96.27,20,80.4,4.36,14
WH-18,2025-11-26,357,594,594,38.15,11,,84,27.4,0.85,9
WH-20,2025-01-21,363,471,471,38.22,18,77.7,35,11.2,4.33,29
WH-15,2024-04-20,98,176,176,10.64,2,73.97,45,25.7,1.99,0
WH-17,2025-01-04,211,452,452,42.24,15,89.08,55,0.1,4.77,7
WH-15,2025-08-07,199,101,101,44.76,5,96.26,49,7.5,2.13,26
WH-14,2026-03-16,277,532,532,36.67,20,,63,24.9,2.86,28
WH-04,2024-10-09,200,282,282,30.99,3,93.52,98,78.0,3.42,6
WH-05,2024-05-14,152,281,281,38.93,13,75.09,83,49.2,0.65,42
WH-18,2024-10-23,66,170,170,32.89,7,,23,18.2,2.1,25
WH-06,2024-12-05,385,711,711,40.22,1,70.64,85,55.8,4.22,6
WH-17,2025-04-16,380,762,762,18.3,10,78.64,36,86.1,2.01,33
WH-04,2025-01-13,111,740,740,40.55,6,92.56,58,31.0,1.91,3
WH-19,2026-01-13,382,538,538,25.06,11,79.77,43,29.6,2.7,40
WH-01,2026-02-22,366,156,156,17.62,3,83.06,66,33.8,1.97,24
WH-08,2025-06-02,58,182,182,33.77,16,72.94,46,42.8,2.77,30
WH-20,2024-04-25,105,751,751,35.53,9,88.58,57,21.3,1.63,5
WH-10,2025-07-19,193,533,533,37.03,5,85.71,16,19.8,0.33,13
WH-08,2024-09-10,281,379,379,19.14,4,86.82,15,62.3,3.87,40
WH-11,2024-08-29,207,338,338,32.93,13,73.56,100,89.6,1.35,30
WH-11,2024-08-31,172,254,254,38.92,16,91.46,56,83.7,0.78,47
WH-20,2024-12-12,167,560,560,13.61,0,90.65,20,6.9,4.47,43
WH-12,2025-06-23,108,334,334,44.49,10,83.65,43,32.7,3.57,40
WH-18,2024-12-07,218,457,457,24.87,5,81.89,65,65.9,3.49,40
WH-10,2025-12-08,366,128,128,16.81,17,79.85,91,95.2,3.04,2
WH-20,2025-11-21,165,438,438,20.76,2,77.07,68,19.2,1.32,14
WH-02,2025-07-29,234,469,469,33.11,0,97.09,97,24.3,4.14,10
WH-14,2025-12-30,336,629,629,21.76,13,78.8,68,69.3,2.29,25
WH-13,2025-07-05,325,157,157,33.88,9,93.69,42,29.7,3.21,34
WH-12,2026-02-11,311,786,786,30.94,1,71.85,68,80.0,1.82,17
WH-14,2026-01-10,162,252,252,17.94,1,74.5,14,74.7,0.09,9
WH-06,2024-06-27,354,457,457,38.23,16,76.22,14,72.7,4.84,23
WH-07,2025-02-18,50,416,416,42.53,12,95.35,28,18.1,4.66,49
WH-14,2025-08-24,63,100,100,20.16,16,83.13,35,65.5,0.88,21
WH-17,2025-12-25,400,367,367,24.75,13,79.24,58,38.3,4.15,15
WH-09,2024-05-03,382,134,670,26.82,17,79.88,84,73.6,1.57,2
WH-01,2025-11-04,120,676,676,16.26,15,74.61,62,72.3,0.39,39
WH-12,2025-03-27,218,375,375,15.67,14,71.32,54,84.6,3.43,27
WH-08,2025-09-03,103,577,577,43.22,0,70.23,14,2.2,0.81,35
WH-03,2024-08-12,67,570,570,31.04,8,82.68,96,49.1,4.18,31
WH-01,2026-04-04,112,441,441,40.87,10,88.18,72,66.3,1.09,21
WH-10,2024-08-10,273,352,352,38.13,3,,87,46.6,4.2,0
WH-11,2025-11-24,361,206,206,13.14,13,95.98,83,64.0,0.95,32
WH-06,2025-03-05,226,402,402,14.96,4,91.95,34,15.0,2.99,35
WH-08,2026-03-19,144,795,795,17.73,12,73.72,48,77.3,4.83,38
WH-20,2025-02-06,162,575,575,12.45,6,90.66,50,1.4,1.48,38
WH-02,2024-05-26,107,332,332,35.84,5,86.47,25,2.6,4.6,14
WH-07,2026-04-07,350,257,257,19.31,6,78.21,63,51.9,1.31,0
WH-10,2024-06-12,115,630,630,32.29,8,82.97,29,2.2,3.13,28
WH-19,2026-04-11,226,166,166,44.11,16,74.8,46,13.4,1.53,28
WH-14,2024-07-16,244,394,394,40.83,11,72.61,27,55.2,1.16,33
WH-04,2025-06-11,288,772,772,16.07,14,76.49,85,50.9,4.02,44
WH-20,2026-02-05,98,549,549,35.03,9,74.31,64,25.3,1.4,28
WH-03,2024-10-11,289,677,677,38.68,9,,93,13.4,4.79,39
WH-17,2024-10-11,50,284,284,21.21,10,83.27,38,44.3,4.83,24
WH-01,2024-05-21,215,407,407,24.07,0,87.05,51,40.3,3.83,40
WH-10,2025-12-14,98,280,280,22.94,11,72.82,79,91.7,2.14,36
WH-07,2026-02-27,222,540,540,30.28,15,77.52,15,22.7,2.95,43
WH-20,2024-05-17,345,148,148,18.52,12,70.13,85,60.1,2.37,39
WH-05,2025-01-26,304,419,2095,16.01,2,87.43,61,13.7,3.0,11
WH-07,2025-01-10,267,660,660,27.52,8,82.29,92,85.5,1.72,45
WH-03,2025-05-13,179,660,660,32.75,0,84.31,56,80.0,1.92,3
WH-19,2024-04-23,261,450,450,17.47,18,83.78,63,31.3,0.08,0
WH-18,2026-01-22,245,159,159,31.82,11,72.51,73,7.0,1.67,50
WH-05,2024-07-04,223,282,282,39.32,0,,12,65.6,0.99,19
WH-08,2025-06-19,366,326,326,34.19,0,87.04,10,67.1,1.27,31
WH-01,2024-07-19,163,126,126,20.54,0,71.7,30,18.3,1.77,0
WH-04,2024-09-17,88,455,455,27.63,9,96.69,91,92.0,0.67,30
WH-05,2024-11-22,128,418,418,37.59,13,95.81,60,83.3,1.52,29
WH-04,2025-05-18,224,500,500,20.23,14,82.91,85,80.9,2.35,46
WH-04,2025-02-27,114,435,435,23.45,19,96.5,84,2.2,1.04,48
WH-04,2025-06-25,374,195,195,28.05,7,77.06,63,31.9,2.15,44
WH-19,2024-12-20,73,686,686,27.35,19,91.75,43,58.9,0.59,37
WH-12,2025-01-31,369,652,652,31.88,4,79.09,94,49.6,3.74,35
WH-11,2025-11-14,77,279,279,41.86,13,86.41,81,36.4,1.49,34
WH-15,2026-03-16,362,631,631,26.74,13,71.15,91,99.4,0.32,28
WH-01,2025-07-04,103,756,756,26.88,8,90.72,46,37.1,2.52,38
WH-13,2024-08-13,359,130,130,32.73,18,94.66,82,27.9,4.02,3
WH-11,2025-06-24,122,113,113,41.28,18,75.6,76,79.2,1.13,27
WH-19,2024-05-05,388,547,547,26.39,20,88.04,73,68.9,1.06,16
WH-04,2024-11-16,276,113,113,44.67,1,75.6,39,16.4,2.8,40
WH-07,2025-07-20,317,111,111,39.3,4,79.36,67,20.6,2.63,25
WH-12,2025-05-28,141,131,131,41.53,18,76.88,13,95.5,2.42,17
WH-15,2024-09-20,332,323,323,12.94,19,94.76,38,93.5,2.37,29
WH-09,2025-08-25,185,548,548,11.41,7,84.3,64,69.1,4.37,28
WH-02,2026-02-12,332,526,526,11.4,6,84.0,31,19.0,0.89,46
WH-10,2024-08-04,148,549,549,17.58,3,77.4,74,23.4,0.52,35
WH-12,2026-02-25,153,101,101,43.41,5,87.2,11,77.1,0.85,10
WH-10,2024-07-13,228,729,729,15.24,6,70.41,87,43.1,3.51,23
WH-08,2025-05-30,100,522,522,26.33,1,83.39,91,95.5,4.59,8
WH-16,2024-10-05,400,372,372,38.46,3,71.73,13,63.5,3.93,3
WH-12,2024-10-07,143,246,246,13.65,5,76.09,38,51.2,1.6,21
WH-18,2024-10-15,103,142,142,18.36,20,86.24,64,24.5,0.93,4
WH-16,2025-03-28,65,108,108,10.59,17,81.0,45,59.0,1.7,21
WH-15,2024-05-18,230,455,455,24.76,5,89.04,78,69.6,0.86,36
WH-19,2025-07-09,385,529,529,29.26,13,97.9,80,53.7,3.72,8
WH-05,2026-01-06,91,148,148,32.46,17,79.14,18,26.0,2.16,38
WH-12,2025-12-20,165,562,562,14.44,14,72.23,88,67.6,0.6,42
WH-09,2025-03-10,306,164,164,34.28,7,77.28,78,15.2,3.03,22
WH-13,2025-07-16,331,619,619,11.89,20,79.84,10,62.5,4.63,43
WH-10,2026-02-13,273,380,380,25.92,9,91.26,28,94.3,4.36,20
WH-14,2025-05-30,228,418,418,20.87,0,72.65,71,88.1,4.91,50
WH-11,2024-11-23,319,625,625,12.51,12,87.97,92,65.1,3.28,1
WH-10,2024-12-19,243,429,429,40.75,17,88.57,49,77.5,1.58,15
WH-04,2026-01-23,56,663,663,22.02,10,94.98,48,98.7,1.33,19
WH-11,2025-07-17,316,514,514,25.43,1,81.61,99,52.3,1.24,22
WH-13,2025-07-18,272,435,435,32.7,1,84.62,10,10.3,1.76,42
WH-18,2026-03-31,342,321,321,32.66,2,72.7,54,53.6,3.69,6
WH-09,2024-12-16,58,513,513,32.18,11,81.42,37,79.2,0.38,10
WH-13,2025-07-15,151,769,769,25.12,9,95.85,97,69.6,3.45,49
WH-03,2025-04-07,94,290,290,21.34,17,71.39,27,48.6,3.05,24
WH-19,2024-05-09,383,408,408,42.03,2,95.88,21,0.3,4.22,38
WH-10,2025-07-14,151,163,163,28.76,9,,36,72.6,1.98,31
WH-07,2025-06-27,379,477,477,22.82,0,70.1,65,24.3,1.28,35
WH-10,2025-09-28,310,487,487,37.99,12,,53,82.7,3.05,46
WH-11,2026-04-08,61,256,256,23.52,8,74.17,22,68.6,0.17,36
WH-15,2025-02-06,141,408,408,18.61,3,83.91,41,87.8,3.11,44
WH-14,2025-11-10,331,367,367,27.26,4,76.7,82,68.5,4.16,29
WH-09,2024-07-10,182,604,604,42.89,18,,34,6.1,3.57,47
WH-02,2025-01-10,242,161,161,28.87,7,78.83,17,69.4,0.75,45
WH-19,2024-05-15,123,526,526,31.38,0,77.46,10,6.5,1.43,27
WH-09,2024-08-07,67,758,758,31.05,14,96.04,20,45.6,4.51,47
WH-03,2025-11-26,207,665,665,17.59,14,81.47,100,57.8,1.29,26
WH-17,2025-07-15,217,308,308,15.18,3,70.12,58,23.6,1.58,42
WH-08,2024-05-29,119,662,662,11.39,19,92.58,44,50.3,1.39,2
WH-18,2024-07-25,198,440,440,41.89,7,,87,47.9,3.83,1
WH-05,2025-07-28,339,625,625,25.63,16,76.85,52,20.4,3.22,33
WH-03,2026-03-21,64,579,579,41.13,10,74.74,25,54.9,3.82,1
WH-06,2024-10-05,273,313,313,18.99,17,78.82,47,11.0,1.9,2
WH-09,2024-12-09,179,276,276,22.99,8,73.99,24,22.2,0.27,44
WH-11,2025-03-25,82,582,582,38.49,14,72.63,33,79.4,4.12,9
WH-02,2024-11-01,392,299,299,27.15,18,87.87,49,52.5,2.0,49
WH-19,2025-01-29,379,184,184,31.71,7,84.94,57,8.7,1.3,41
WH-07,2025-07-30,207,202,202,25.7,19,85.3,19,51.8,3.84,2
WH-16,2026-03-10,389,787,787,33.49,8,70.58,18,48.2,3.6,50
WH-02,2025-01-29,147,456,456,37.58,18,95.21,81,63.3,3.76,48
WH-02,2025-06-16,151,729,729,21.08,5,70.42,26,44.1,2.94,38
WH-04,2025-01-29,210,604,604,29.23,19,70.83,80,20.9,4.24,44
WH-09,2024-10-10,153,660,660,32.46,9,83.63,54,14.9,2.39,12
WH-01,2026-02-19,233,640,640,29.85,1,79.5,52,81.2,4.38,6
WH-11,2025-08-15,112,412,412,18.21,1,92.16,86,97.1,4.81,41
WH-08,2025-10-17,380,632,632,41.66,1,72.31,59,58.1,1.1,19
WH-15,2024-12-02,240,766,766,14.09,0,86.56,94,57.7,3.8,47
WH-01,2026-04-13,314,678,678,42.42,19,88.21,36,38.4,3.52,3
WH-16,2026-01-11,161,159,159,43.58,10,72.99,94,40.5,3.28,37
WH-07,2025-03-04,387,526,526,19.38,8,97.62,27,80.9,0.14,0
WH-05,2025-09-26,220,213,213,23.5,3,82.39,91,33.4,2.72,5
WH-03,2025-10-14,246,797,797,24.64,12,94.74,12,11.3,3.72,27
WH-05,2024-07-16,135,734,734,38.93,4,74.6,32,68.8,0.17,31
WH-18,2024-11-16,295,297,297,44.98,11,92.59,51,94.2,0.38,43
WH-17,2024-11-19,137,749,749,19.16,19,76.85,45,56.4,3.55,42
WH-11,2025-12-12,209,427,2135,40.1,10,89.87,73,17.9,0.3,39
WH-12,2024-12-20,256,685,685,11.32,13,81.03,95,24.1,3.18,45
WH-16,2025-09-01,157,105,105,23.19,17,74.33,91,65.4,2.86,27
WH-20,2024-05-15,209,375,375,35.16,15,86.45,25,88.6,1.68,16
WH-20,2025-10-22,249,551,551,14.81,18,71.03,10,13.2,3.47,11
WH-02,2024-12-09,97,641,641,40.42,13,,68,76.3,2.9,37
WH-13,2025-08-11,185,566,2830,27.1,0,84.22,29,19.4,0.68,19
WH-02,2025-05-09,198,262,262,21.38,6,71.59,25,38.9,4.62,28
WH-05,2024-06-21,318,294,294,22.27,6,85.04,65,98.1,1.77,28
WH-06,2025-06-11,339,293,293,39.11,14,88.77,81,60.3,2.23,42
WH-19,2024-10-04,214,466,466,41.03,0,89.09,17,10.2,2.98,15
WH-06,2024-08-11,67,373,373,19.81,6,94.45,59,88.6,0.91,27
WH-20,2024-04-24,118,651,651,14.3,17,72.91,91,33.7,1.77,41
WH-18,2024-10-16,351,605,605,22.27,6,93.45,97,96.6,1.97,44
WH-02,2026-02-14,383,322,1610,25.35,17,94.03,95,66.9,3.27,1
WH-11,2025-02-15,381,239,1195,43.06,6,87.34,49,32.5,2.25,44
WH-10,2024-12-05,302,740,740,11.54,3,73.17,37,89.1,0.63,2
WH-20,2025-01-03,142,720,720,37.39,7,92.14,54,30.0,3.33,3
WH-01,2026-01-01,104,599,599,28.67,4,70.55,35,34.3,0.48,42
WH-18,2026-03-20,337,292,292,19.27,2,83.04,54,90.6,3.14,36
WH-17,2024-12-04,233,477,477,18.66,14,72.27,97,51.5,4.97,13
WH-14,2026-03-15,157,736,736,23.85,19,,37,74.5,2.24,3
WH-18,2024-08-13,82,691,691,31.1,13,93.99,42,8.7,4.28,37
WH-17,2024-07-26,263,357,357,10.14,19,96.91,17,65.9,0.7,12
WH-08,2024-09-25,77,179,179,17.38,2,75.55,48,83.2,1.98,27
WH-02,2025-01-08,163,320,320,29.22,8,82.43,45,67.6,3.98,42
WH-01,2025-05-25,319,173,173,20.15,17,92.46,93,51.7,1.37,44
WH-14,2026-01-16,360,605,605,44.21,18,81.13,40,86.8,4.22,39
WH-03,2024-11-01,152,534,534,44.51,5,,98,60.7,0.29,23
WH-15,2024-11-29,188,529,529,17.65,15,89.0,50,7.6,0.39,18
WH-03,2025-04-24,393,684,684,13.49,7,80.35,93,23.6,1.37,35
WH-05,2024-05-13,278,746,746,41.33,0,72.53,25,79.7,1.33,14
WH-08,2024-06-12,53,665,665,17.69,17,82.42,60,66.9,0.25,36
WH-06,2024-04-24,172,464,464,42.0,3,90.39,93,14.9,1.56,27
WH-09,2025-12-30,178,532,532,15.56,2,74.43,83,87.6,3.0,22
WH-07,2025-08-07,369,621,621,22.09,19,91.84,90,84.5,4.21,40
WH-09,2025-11-12,202,764,764,15.53,3,78.03,37,53.4,3.34,20
WH-06,2025-09-04,185,419,419,14.92,6,70.94,83,75.1,4.32,34
WH-19,2025-07-14,168,275,275,17.4,17,71.69,87,83.2,2.87,0
WH-15,2024-12-09,201,731,731,43.43,9,84.09,100,35.9,1.12,35
WH-18,2025-03-09,368,592,592,40.1,7,82.11,17,22.3,2.72,20
WH-20,2025-10-12,278,647,647,14.02,17,,64,74.6,0.63,1
WH-14,2025-08-29,132,131,131,33.75,8,,88,61.8,3.64,28
WH-04,2025-08-19,325,538,538,19.11,4,86.34,34,52.5,1.6,10
WH-03,2025-03-17,338,559,559,17.77,10,78.17,92,64.5,4.76,25
WH-10,2024-12-07,185,229,229,14.57,3,,93,39.3,1.09,44
WH-17,2024-07-29,147,112,112,25.52,3,93.92,15,78.8,1.1,50
WH-01,2024-09-13,92,234,234,36.79,7,90.64,90,45.1,3.33,48
WH-13,2024-12-07,169,511,511,41.8,11,88.39,40,30.4,1.68,36
WH-13,2025-11-06,338,175,175,26.75,19,88.77,27,23.3,4.39,39
WH-12,2025-11-13,296,675,675,44.18,4,76.33,98,73.3,3.89,42
WH-18,2025-04-24,359,542,542,43.6,17,83.0,63,61.8,1.01,17
WH-13,2024-07-06,296,551,551,40.65,4,88.04,88,34.3,3.5,34
WH-01,2026-03-12,53,562,562,18.07,20,96.19,53,73.3,4.1,33
WH-14,2025-07-19,106,722,722,34.43,9,80.69,97,79.2,1.72,25
WH-11,2025-09-13,321,409,409,28.9,13,81.8,74,59.4,3.2,33
WH-18,2026-02-03,239,205,1025,10.29,20,,92,45.4,1.71,6
WH-04,2025-07-11,144,377,377,39.82,19,87.65,57,79.2,4.02,11
WH-02,2024-09-04,117,606,606,12.52,19,97.17,45,81.0,3.12,35
WH-04,2024-08-18,352,351,351,39.84,7,90.06,47,71.7,2.79,31
WH-20,2024-10-16,370,683,683,24.71,10,81.29,67,47.8,1.54,2
WH-09,2024-04-13,189,777,777,32.16,13,85.19,73,90.6,1.09,2
WH-17,2025-03-20,111,117,117,19.01,9,95.91,48,39.4,4.1,23
WH-08,2025-09-26,110,353,353,35.13,0,,18,99.0,1.87,28
WH-03,2024-11-01,84,244,244,27.77,20,74.46,44,2.1,3.82,2
WH-02,2026-04-06,130,283,283,38.25,4,72.69,77,55.9,3.22,18
WH-07,2024-10-06,82,166,830,30.31,11,,30,92.5,1.3,22
WH-08,2024-05-12,57,321,321,39.38,16,95.78,61,10.5,2.01,4
WH-07,2026-01-18,337,511,511,38.6,17,88.89,53,71.7,1.52,41
WH-14,2025-08-14,153,101,101,31.94,3,95.74,33,51.2,3.51,19
WH-08,2024-04-17,144,150,150,23.43,18,,78,52.0,0.84,17
WH-04,2026-01-05,93,555,555,28.27,2,73.47,34,85.4,1.25,36
WH-05,2025-10-07,375,222,222,16.91,16,92.79,80,13.8,2.07,6
WH-05,2025-12-09,239,769,769,43.66,8,87.42,53,46.2,0.58,39
WH-16,2025-10-06,199,798,798,32.9,7,71.2,98,71.0,2.81,15
WH-12,2024-05-12,76,401,401,41.83,0,75.02,22,26.9,3.32,14
WH-14,2026-03-21,344,107,107,35.43,13,89.67,49,14.0,0.41,27
WH-15,2024-11-18,335,595,595,22.15,15,,30,78.9,1.06,6
WH-11,2025-05-10,85,356,356,28.95,9,72.19,67,58.5,3.09,22
WH-07,2025-10-21,92,136,136,24.41,14,80.52,90,59.2,3.51,18
WH-05,2025-06-20,351,442,442,40.57,13,70.15,47,19.8,4.91,48
WH-02,2024-10-09,92,130,130,40.25,3,93.13,30,0.9,4.65,5
WH-01,2025-12-10,171,368,1840,26.19,2,73.32,26,37.5,2.65,19
WH-14,2026-01-13,344,776,776,44.76,14,95.17,10,1.3,3.75,31
WH-10,2025-06-23,57,293,293,44.29,6,71.75,79,49.7,2.09,35
WH-13,2024-10-18,85,312,312,23.06,16,90.4,53,79.3,2.36,35
WH-04,2024-11-17,389,697,697,16.76,1,,54,51.2,2.66,19
WH-04,2026-02-25,89,310,310,31.87,15,96.58,53,64.3,1.75,27
WH-05,2025-07-18,63,773,773,21.54,18,79.11,30,61.0,0.14,22
WH-20,2025-02-13,339,368,368,18.53,8,74.14,64,72.0,4.45,15
WH-10,2025-01-08,389,593,593,21.03,5,85.98,49,15.3,0.34,42
WH-13,2025-05-04,233,660,660,44.33,1,82.76,98,51.3,1.49,12
WH-16,2024-12-01,370,429,429,39.03,9,73.82,51,55.6,1.61,23
WH-16,2025-08-08,55,547,547,19.0,18,76.13,25,92.7,0.08,29
WH-12,2026-03-18,374,339,339,32.54,10,92.23,94,36.0,2.81,43
WH-19,2024-10-10,236,569,569,21.36,8,75.29,39,45.7,2.71,20
WH-07,2025-12-02,65,715,715,12.81,8,85.01,11,66.8,2.69,30
WH-19,2024-04-26,353,778,778,31.57,1,79.31,98,49.1,1.57,23
WH-19,2026-03-15,122,402,402,18.68,10,75.12,82,55.2,3.92,37
WH-12,2024-11-24,258,113,113,20.86,6,72.73,26,12.1,0.54,18
WH-16,2025-11-01,371,105,105,37.26,5,72.34,66,40.8,2.97,45
WH-09,2025-08-01,339,614,614,35.8,0,85.6,13,50.8,3.69,39
WH-18,2024-07-05,306,526,526,30.49,10,84.49,30,71.6,4.81,35
WH-03,2024-11-25,297,154,154,44.7,1,73.73,20,39.8,0.84,36
WH-16,2025-09-19,220,494,494,31.02,6,71.41,51,24.0,0.86,16
WH-15,2025-02-12,260,794,3970,16.12,0,87.88,50,10.8,1.21,35
WH-13,2025-04-20,183,362,362,12.84,4,87.49,87,89.6,4.86,31
