vehicle_id,maintenance_date,maintenance_type,cost,description,mechanic_id,mileage_at_service,next_maintenance_due,service_duration_hours
VEH-248,2026-03-05,repair,132.4,Repair - preventive,MECH-10,142566,2026-09-06,10.2
VEH-252,2024-12-15,general_check,51.21,General Check - routine,MECH-20,143834,2025-08-01,23.8
VEH-283,2025-06-08,inspection,1847.99,Inspection - emergency,MECH-1,67318,2026-01-10,3.1
VEH-195,2024-12-25,general_check,1343.71,General Check - routine,MECH-12,114428,2025-09-06,16.7
VEH-247,2024-12-21,replacement,1658.46,Replacement - emergency,MECH-16,111207,2025-08-03,9.5
VEH-218,2024-06-19,repair,1051.94,Repair - preventive,MECH-18,120977,2024-11-08,17.8
VEH-299,2025-03-30,inspection,1917.11,Inspection - scheduled,MECH-4,165404,2026-01-17,10.1
VEH-054,2025-12-12,oil_change,762.18,Oil Change - routine,MECH-9,26590,2026-05-07,11.2
VEH-193,2026-03-18,brake_service,108.81,Brake Service - emergency,MECH-14,122285,2026-12-09,13.0
VEH-144,2024-06-08,oil_change,776.25,Oil Change - scheduled,MECH-15,20771,2024-07-23,7.9
VEH-056,2026-02-26,inspection,352.54,Inspection - scheduled,MECH-1,137946,2026-11-25,23.7
VEH-044,2025-04-06,inspection,1695.44,Inspection - preventive,MECH-4,73401,2025-12-29,5.9
VEH-272,2024-12-18,inspection,1100.77,Inspection - scheduled,MECH-18,176018,2025-09-06,12.8
VEH-276,2024-07-27,inspection,1096.54,Inspection - scheduled,MECH-3,156476,2025-07-03,1.7
VEH-149,2025-11-05,inspection,535.34,Inspection - scheduled,MECH-14,145618,,14.1
VEH-042,2025-04-04,oil_change,97.82,Oil Change - routine,MECH-4,41290,2026-02-15,20.1
VEH-268,2024-07-28,repair,194.87,Repair - preventive,MECH-18,132300,2024-09-21,17.4
VEH-068,2025-12-30,general_check,1302.01,General Check - routine,MECH-6,181560,2026-03-17,21.0
VEH-166,2025-01-16,replacement,1834.7,Replacement - emergency,MECH-5,55802,2025-06-14,21.8
VEH-288,2024-07-11,tire_rotation,958.07,Tire Rotation - emergency,MECH-2,97288,2025-05-23,7.0
VEH-164,2024-05-11,brake_service,632.91,Brake Service - scheduled,MECH-2,49614,2024-07-19,3.2
VEH-074,2025-10-26,brake_service,1121.84,Brake Service - routine,MECH-20,167786,2026-03-20,2.5
VEH-216,2025-09-23,repair,909.96,,MECH-14,192501,2026-05-20,8.3
VEH-145,2024-08-07,inspection,1221.43,Inspection - scheduled,MECH-12,31456,2024-12-14,8.5
VEH-246,2024-05-12,general_check,1158.8,General Check - scheduled,MECH-3,198857,2024-09-24,11.9
VEH-242,2026-03-20,general_check,83.71,General Check - scheduled,MECH-10,99393,2026-07-22,16.0
VEH-206,2026-02-10,general_check,1971.59,General Check - scheduled,MECH-19,174979,2026-10-24,14.9
VEH-119,2025-07-16,brake_service,532.54,Brake Service - scheduled,MECH-6,185367,2026-07-11,7.2
VEH-248,2024-04-23,oil_change,796.85,Oil Change - routine,MECH-4,13205,2024-08-30,11.0
VEH-068,2024-09-26,general_check,284.39,General Check - preventive,MECH-8,194857,2025-06-09,7.2
VEH-050,2025-10-25,inspection,1506.98,Inspection - scheduled,MECH-1,178707,2026-07-10,21.8
VEH-266,2024-11-16,repair,696.1,Repair - scheduled,MECH-10,168878,2025-08-01,11.5
VEH-002,2026-03-11,oil_change,1545.47,Oil Change - routine,MECH-8,112256,2026-07-21,17.8
VEH-036,2025-04-09,inspection,807.26,Inspection - emergency,MECH-13,117386,2025-11-23,22.7
VEH-237,2026-01-10,oil_change,1168.06,Oil Change - routine,MECH-7,30677,2026-08-24,3.1
VEH-260,2025-11-07,oil_change,90.28,Oil Change - preventive,MECH-4,12787,2026-07-29,17.2
VEH-177,2025-11-03,inspection,539.67,Inspection - routine,MECH-19,139439,2026-05-01,13.8
VEH-297,2024-10-08,brake_service,431.92,Brake Service - preventive,MECH-19,195049,2025-06-17,9.2
VEH-180,2025-12-06,brake_service,1093.68,Brake Service - routine,MECH-15,128182,2026-08-20,18.4
VEH-260,2024-05-23,general_check,1720.26,General Check - preventive,MECH-5,148186,2025-03-08,7.5
VEH-172,2025-12-07,tire_rotation,1776.32,Tire Rotation - emergency,MECH-5,193869,2026-07-04,2.2
VEH-204,2024-05-03,inspection,1611.76,Inspection - emergency,MECH-16,61183,2025-02-11,5.3
VEH-121,2024-09-23,brake_service,163.36,Brake Service - routine,MECH-2,72890,2025-08-09,18.9
VEH-053,2025-04-02,general_check,1672.89,General Check - preventive,MECH-17,120532,2025-08-23,1.3
VEH-265,2025-02-23,tire_rotation,456.7,Tire Rotation - emergency,MECH-15,166165,2025-10-25,17.1
VEH-268,2025-05-03,repair,1607.34,Repair - preventive,MECH-9,130039,2025-11-24,20.9
VEH-034,2025-01-19,general_check,1456.59,General Check - scheduled,MECH-5,198384,2025-07-31,15.1
VEH-204,2025-06-12,general_check,424.75,General Check - routine,MECH-18,52621,2026-04-02,21.8
VEH-116,2024-09-05,oil_change,1585.28,Oil Change - routine,MECH-4,180446,2025-02-09,2.0
VEH-101,2025-08-31,general_check,1501.91,General Check - emergency,MECH-10,66888,2026-04-24,20.3
VEH-007,2024-10-27,tire_rotation,1259.6,Tire Rotation - scheduled,MECH-19,125793,2025-02-07,19.7
VEH-072,2024-12-19,replacement,990.01,Replacement - preventive,MECH-8,42457,2025-07-28,2.2
VEH-141,2025-09-02,repair,489.23,Repair - preventive,MECH-8,107337,2026-04-14,4.9
VEH-174,2025-06-13,general_check,679.98,General Check - emergency,MECH-17,24000,2026-04-14,19.4
VEH-169,2025-01-30,general_check,1891.85,General Check - preventive,MECH-3,165674,,5.6
VEH-080,2024-06-04,inspection,502.76,Inspection - preventive,MECH-4,84317,2025-05-02,5.6
VEH-101,2025-02-19,repair,1494.68,Repair - emergency,MECH-15,29174,2026-01-22,22.0
VEH-189,2025-03-28,replacement,1460.76,Replacement - scheduled,MECH-12,19480,2025-05-27,4.9
VEH-176,2024-10-14,inspection,1695.37,Inspection - routine,MECH-9,27338,2025-06-23,19.6
VEH-056,2025-05-05,tire_rotation,525.58,Tire Rotation - routine,MECH-15,113843,2025-09-27,7.9
VEH-150,2025-07-01,repair,1342.88,Repair - emergency,MECH-4,69131,2026-04-14,21.7
VEH-038,2024-05-04,general_check,352.52,General Check - routine,MECH-17,118118,2025-04-02,14.8
VEH-060,2024-08-07,tire_rotation,1553.06,Tire Rotation - scheduled,MECH-11,55490,2024-09-30,23.5
VEH-207,2025-09-23,general_check,910.26,General Check - routine,MECH-7,111469,2026-03-21,20.9
VEH-027,2024-11-08,tire_rotation,1990.74,Tire Rotation - routine,MECH-12,141623,2025-04-08,19.3
VEH-155,2025-10-25,general_check,1377.35,General Check - scheduled,MECH-13,191944,2026-01-22,1.2
VEH-141,2025-10-19,repair,261.37,,MECH-14,170175,2026-01-21,18.1
VEH-143,2025-09-08,general_check,1585.71,General Check - routine,MECH-10,132876,2025-12-18,23.7
VEH-156,2024-06-02,repair,1160.04,Repair - scheduled,MECH-9,184159,2025-04-29,23.8
VEH-189,2026-03-28,general_check,923.97,General Check - scheduled,MECH-14,131382,2026-06-28,1.8
VEH-095,2025-07-05,repair,1543.28,Repair - scheduled,MECH-7,107832,2025-09-08,2.0
VEH-134,2025-04-12,repair,1184.33,Repair - scheduled,MECH-18,93693,2025-09-13,10.7
VEH-096,2024-09-10,inspection,1784.1,Inspection - preventive,MECH-5,39845,2025-01-09,1.8
VEH-031,2024-08-26,brake_service,1157.71,Brake Service - emergency,MECH-18,17495,,23.8
VEH-077,2025-11-12,brake_service,1036.91,Brake Service - emergency,MECH-17,64050,2026-03-02,10.9
VEH-035,2024-10-15,inspection,489.73,Inspection - scheduled,MECH-2,115316,,5.4
VEH-133,2025-01-28,repair,305.34,Repair - scheduled,MECH-3,12083,2025-05-23,12.0
VEH-300,2025-07-20,inspection,1532.58,Inspection - scheduled,MECH-19,191504,2025-10-22,21.4
VEH-198,2024-09-14,repair,883.53,Repair - emergency,MECH-3,103341,2025-08-12,23.5
VEH-130,2024-08-14,brake_service,1719.27,Brake Service - preventive,MECH-10,102882,2025-03-20,23.0
VEH-008,2025-02-23,inspection,1596.45,Inspection - scheduled,MECH-9,136009,2025-12-29,11.0
VEH-252,2024-06-11,brake_service,1155.94,Brake Service - scheduled,MECH-8,56941,2024-08-17,15.7
VEH-063,2024-11-11,inspection,613.01,Inspection - routine,MECH-10,168414,2025-04-06,7.0
VEH-277,2024-05-24,tire_rotation,1958.25,Tire Rotation - emergency,MECH-15,146807,2024-11-20,5.7
VEH-155,2025-11-16,inspection,510.06,Inspection - preventive,MECH-18,56353,,15.0
VEH-007,2024-06-21,oil_change,846.52,Oil Change - emergency,MECH-12,101566,2024-10-12,2.2
VEH-090,2024-10-15,repair,662.82,Repair - scheduled,MECH-11,198869,2025-09-17,2.0
VEH-253,2024-10-12,inspection,1926.91,Inspection - routine,MECH-19,178497,2025-06-30,23.4
VEH-256,2025-05-05,tire_rotation,405.79,Tire Rotation - emergency,MECH-17,173453,2026-02-05,14.4
VEH-038,2024-11-25,inspection,1315.46,Inspection - preventive,MECH-15,66552,2025-04-03,10.0
VEH-150,2024-04-15,oil_change,1661.19,Oil Change - emergency,MECH-13,83824,2024-05-31,8.4
VEH-260,2024-07-07,repair,410.71,Repair - routine,MECH-7,119746,2024-11-08,23.0
VEH-072,2024-10-01,general_check,1692.43,General Check - preventive,MECH-5,65203,2025-06-15,2.4
VEH-280,2025-08-02,general_check,993.6,General Check - scheduled,MECH-17,154298,2026-05-05,1.6
VEH-157,2025-12-30,brake_service,577.52,,MECH-1,83099,2026-12-02,21.7
VEH-169,2025-08-18,brake_service,399.76,Brake Service - routine,MECH-12,60407,2026-07-07,19.9
VEH-053,2024-08-27,brake_service,130.86,Brake Service - routine,MECH-12,99559,2025-01-04,10.7
VEH-079,2024-12-20,tire_rotation,647.22,Tire Rotation - scheduled,MECH-4,187789,2025-06-14,14.4
VEH-225,2024-12-30,repair,1879.48,Repair - scheduled,MECH-14,124852,,4.6
VEH-273,2024-09-23,tire_rotation,1611.33,Tire Rotation - routine,MECH-19,13753,2025-06-05,9.3
VEH-239,2024-08-19,inspection,1327.01,Inspection - emergency,MECH-15,107497,2024-11-16,8.3
VEH-155,2024-06-19,oil_change,335.15,Oil Change - preventive,MECH-8,60474,2025-02-03,20.0
VEH-297,2024-05-18,replacement,618.47,Replacement - emergency,MECH-4,169427,2024-11-09,23.8
VEH-136,2025-07-21,inspection,1681.51,Inspection - preventive,MECH-5,66644,2026-07-20,8.6
VEH-059,2026-03-11,replacement,1362.59,Replacement - scheduled,MECH-8,176855,2026-08-08,12.7
VEH-165,2025-04-09,inspection,1133.31,Inspection - preventive,MECH-11,118640,,5.5
VEH-116,2025-04-17,replacement,1555.86,Replacement - preventive,MECH-6,66906,2025-10-16,10.7
VEH-277,2024-09-15,repair,1173.86,Repair - routine,MECH-19,29704,2024-12-07,14.7
VEH-170,2025-11-28,replacement,876.71,Replacement - scheduled,MECH-15,102837,2026-07-13,7.5
VEH-040,2025-10-07,brake_service,541.82,,MECH-19,164048,2026-02-25,11.9
VEH-224,2024-12-17,general_check,1070.28,General Check - emergency,MECH-19,51229,2025-03-22,8.6
VEH-207,2024-07-19,general_check,693.61,General Check - emergency,MECH-16,10080,2025-07-01,11.4
VEH-205,2024-12-14,brake_service,1846.16,Brake Service - routine,MECH-7,100684,2025-06-16,23.1
VEH-273,2024-12-16,repair,1539.24,Repair - routine,MECH-12,50709,2025-01-20,20.3
VEH-025,2025-01-26,tire_rotation,1406.38,Tire Rotation - preventive,MECH-12,146615,2026-01-24,21.8
VEH-296,2025-01-17,general_check,483.86,General Check - emergency,MECH-1,84691,2025-11-17,8.0
VEH-022,2025-10-02,oil_change,630.99,Oil Change - emergency,MECH-8,78918,2026-06-28,4.5
VEH-203,2026-01-19,tire_rotation,907.67,Tire Rotation - emergency,MECH-1,169209,,9.9
VEH-201,2025-06-13,oil_change,1334.04,Oil Change - routine,MECH-10,122779,2026-02-04,2.4
VEH-021,2024-06-28,replacement,1297.81,Replacement - scheduled,MECH-12,137313,2024-11-08,11.4
VEH-229,2025-12-23,oil_change,651.32,Oil Change - preventive,MECH-2,125313,2026-02-07,7.7
VEH-059,2025-05-11,tire_rotation,1339.61,Tire Rotation - emergency,MECH-5,145969,2025-09-27,16.4
VEH-010,2025-08-10,tire_rotation,537.19,Tire Rotation - preventive,MECH-17,23306,2025-11-29,23.4
VEH-210,2025-04-01,repair,1983.9,Repair - scheduled,MECH-5,157691,2025-08-27,2.6
VEH-009,2024-10-22,brake_service,1408.11,Brake Service - routine,MECH-3,181216,2025-03-11,2.3
VEH-144,2024-10-21,inspection,1384.5,Inspection - scheduled,MECH-4,81796,2025-08-28,22.2
VEH-230,2024-05-20,oil_change,584.16,Oil Change - emergency,MECH-9,115354,2025-02-10,10.2
VEH-070,2024-10-02,brake_service,1235.17,Brake Service - preventive,MECH-8,135101,2025-06-14,4.1
VEH-292,2025-08-20,general_check,1523.53,,MECH-5,109552,2026-07-06,18.6
VEH-249,2025-11-20,replacement,519.36,Replacement - emergency,MECH-1,88649,2026-08-12,8.9
VEH-279,2026-01-21,general_check,1388.87,General Check - emergency,MECH-20,198120,2026-07-17,22.9
VEH-124,2025-11-03,inspection,192.6,Inspection - emergency,MECH-14,95236,2026-02-06,20.2
VEH-150,2024-09-01,brake_service,1852.34,Brake Service - emergency,MECH-11,70367,2025-07-23,9.6
VEH-224,2024-11-09,general_check,1798.15,General Check - routine,MECH-3,73671,2025-02-11,11.9
VEH-080,2024-09-04,oil_change,846.48,Oil Change - scheduled,MECH-15,13477,2025-04-22,10.0
VEH-040,2024-11-20,inspection,200.5,Inspection - scheduled,MECH-20,12185,2025-03-20,5.9
VEH-154,2024-12-03,oil_change,772.69,Oil Change - preventive,MECH-4,14871,2025-03-04,12.0
VEH-239,2026-01-30,oil_change,1281.7,Oil Change - preventive,MECH-3,37447,2027-01-08,15.8
VEH-257,2024-10-26,inspection,325.06,Inspection - preventive,MECH-3,140565,2024-12-10,12.6
VEH-127,2024-12-11,general_check,204.6,General Check - preventive,MECH-7,79714,2025-11-17,6.3
VEH-069,2024-05-27,general_check,457.52,General Check - routine,MECH-7,86825,2025-02-14,10.2
VEH-139,2025-11-23,oil_change,1776.91,Oil Change - routine,MECH-7,183725,2026-07-19,20.2
VEH-249,2024-12-16,repair,1889.38,Repair - emergency,MECH-7,190953,2025-06-04,12.6
VEH-005,2024-05-06,tire_rotation,589.83,Tire Rotation - scheduled,MECH-2,130798,,22.4
VEH-094,2025-07-23,general_check,368.01,General Check - routine,MECH-3,199415,2025-11-24,1.9
VEH-222,2024-08-15,brake_service,1399.46,Brake Service - routine,MECH-19,144989,2025-07-06,11.1
VEH-277,2025-09-17,tire_rotation,1243.24,Tire Rotation - emergency,MECH-15,46330,2026-02-19,18.8
VEH-265,2024-12-22,general_check,438.81,General Check - scheduled,MECH-19,100587,2025-08-19,17.8
VEH-029,2024-12-07,replacement,331.39,Replacement - routine,MECH-3,195754,2025-05-12,11.9
VEH-208,2026-02-27,inspection,1132.81,Inspection - preventive,MECH-13,123810,2026-12-02,11.0
VEH-219,2025-03-25,brake_service,1320.11,Brake Service - routine,MECH-1,95850,2025-04-26,18.2
VEH-205,2024-05-18,oil_change,1084.9,Oil Change - emergency,MECH-4,130688,2024-11-21,5.6
VEH-276,2024-07-04,inspection,533.01,Inspection - routine,MECH-15,139681,2025-03-12,19.4
VEH-233,2025-01-30,repair,1877.51,Repair - emergency,MECH-5,16089,2025-11-14,18.0
VEH-139,2025-03-24,tire_rotation,1721.23,Tire Rotation - routine,MECH-2,13889,2025-09-04,20.6
VEH-202,2024-07-25,tire_rotation,1380.04,,MECH-6,69931,2025-05-18,4.3
VEH-300,2024-07-11,inspection,1934.33,Inspection - scheduled,MECH-8,25641,2024-08-19,18.4
VEH-265,2025-01-20,brake_service,387.13,Brake Service - emergency,MECH-12,135016,2025-03-27,22.1
VEH-014,2024-04-28,oil_change,1622.28,Oil Change - scheduled,MECH-15,52999,2024-09-26,11.0
VEH-225,2025-02-18,inspection,1772.9,Inspection - routine,MECH-2,101564,2025-05-19,18.8
VEH-071,2026-02-23,repair,1445.04,Repair - scheduled,MECH-16,47676,2026-12-18,13.1
VEH-102,2025-01-07,repair,1696.23,Repair - scheduled,MECH-10,29910,2025-06-24,20.6
VEH-240,2024-09-14,general_check,1745.8,General Check - scheduled,MECH-19,189971,2025-05-30,7.6
VEH-066,2026-04-06,general_check,1170.6,General Check - scheduled,MECH-17,80451,2026-07-25,13.7
VEH-147,2026-01-03,repair,1244.41,Repair - preventive,MECH-13,95710,2026-10-04,1.8
VEH-300,2025-03-23,brake_service,211.26,Brake Service - scheduled,MECH-3,107726,2026-01-04,6.2
VEH-273,2025-01-08,oil_change,1780.82,Oil Change - routine,MECH-2,36769,2025-03-09,19.5
VEH-167,2025-02-12,brake_service,1397.65,Brake Service - emergency,MECH-8,96780,2025-07-29,8.3
VEH-244,2024-12-14,oil_change,1981.56,Oil Change - emergency,MECH-8,85516,2025-07-24,20.6
VEH-122,2024-09-09,tire_rotation,1695.07,Tire Rotation - routine,MECH-17,105903,2025-03-12,15.8
VEH-150,2025-10-21,replacement,271.1,Replacement - routine,MECH-18,61988,2026-04-13,14.8
VEH-288,2024-05-03,repair,1364.48,Repair - routine,MECH-2,145505,2024-11-17,16.4
VEH-055,2024-10-21,replacement,1591.89,Replacement - routine,MECH-8,20792,2025-07-15,12.8
VEH-123,2025-06-03,tire_rotation,1257.8,Tire Rotation - preventive,MECH-1,146317,2026-05-12,1.6
VEH-144,2025-01-07,replacement,162.72,Replacement - emergency,MECH-11,73189,2025-10-02,8.5
VEH-030,2025-11-13,brake_service,1603.76,Brake Service - preventive,MECH-17,147834,2026-09-22,4.1
VEH-246,2024-07-02,brake_service,156.98,Brake Service - scheduled,MECH-19,19294,2024-10-11,17.7
VEH-111,2024-08-20,inspection,384.85,Inspection - preventive,MECH-3,156805,2025-04-13,9.6
VEH-014,2025-11-29,replacement,1442.24,Replacement - scheduled,MECH-10,184329,2026-11-23,2.1
VEH-193,2025-05-02,repair,1789.89,Repair - preventive,MECH-18,140216,2025-09-03,5.1
VEH-275,2025-02-05,tire_rotation,585.31,Tire Rotation - routine,MECH-8,26387,2025-11-15,22.6
VEH-113,2025-06-04,replacement,1691.35,Replacement - preventive,MECH-12,150677,2026-03-21,22.2
VEH-192,2024-09-06,oil_change,373.45,Oil Change - scheduled,MECH-16,148340,2025-05-17,11.4
VEH-238,2025-03-07,oil_change,1959.26,Oil Change - routine,MECH-4,31260,2026-03-03,21.8
VEH-244,2024-08-05,replacement,660.89,Replacement - preventive,MECH-3,78166,2025-03-08,23.9
VEH-133,2025-04-07,general_check,1372.25,General Check - scheduled,MECH-14,104501,2026-04-03,19.6
VEH-140,2025-09-09,repair,1906.95,Repair - emergency,MECH-20,132025,2026-02-11,14.0
VEH-247,2024-04-14,brake_service,902.51,Brake Service - scheduled,MECH-17,107548,2025-04-13,7.8
VEH-095,2026-03-13,tire_rotation,1364.19,Tire Rotation - scheduled,MECH-16,87551,2026-07-20,21.4
VEH-128,2024-12-01,inspection,1543.98,Inspection - scheduled,MECH-1,170500,2025-04-04,19.0
VEH-234,2025-07-31,brake_service,933.23,Brake Service - preventive,MECH-13,35978,2025-11-13,7.2
VEH-156,2025-12-24,repair,870.91,Repair - scheduled,MECH-17,18620,2026-12-22,4.9
VEH-052,2024-07-25,oil_change,661.75,Oil Change - emergency,MECH-14,87020,2024-09-30,20.7
VEH-056,2024-10-19,inspection,798.06,Inspection - scheduled,MECH-7,26052,2024-11-18,5.6
VEH-074,2026-02-27,replacement,924.06,Replacement - routine,MECH-2,130988,2027-01-02,21.0
VEH-197,2025-12-25,replacement,1280.39,Replacement - scheduled,MECH-2,166580,2026-07-15,15.0
VEH-033,2025-12-09,tire_rotation,305.21,,MECH-2,199355,2026-03-10,9.2
VEH-058,2025-10-02,repair,1499.64,Repair - preventive,MECH-15,46999,2026-05-13,10.7
VEH-243,2026-03-22,brake_service,522.02,Brake Service - emergency,MECH-18,20108,2026-05-01,1.8
VEH-143,2024-10-17,general_check,1260.29,General Check - preventive,MECH-19,118144,2025-05-22,19.0
VEH-126,2025-04-01,replacement,1386.77,Replacement - scheduled,MECH-12,63193,2025-11-15,1.6
VEH-216,2024-08-12,inspection,457.59,Inspection - preventive,MECH-20,91097,2024-10-08,1.1
VEH-140,2025-08-02,tire_rotation,131.24,Tire Rotation - emergency,MECH-13,91799,2025-11-04,5.4
VEH-008,2024-09-30,oil_change,835.27,Oil Change - preventive,MECH-10,147361,2025-08-19,11.1
VEH-281,2024-12-22,general_check,415.5,General Check - routine,MECH-17,85280,2025-08-15,2.8
VEH-006,2025-03-12,brake_service,672.41,Brake Service - preventive,MECH-19,168841,2025-04-24,10.1
VEH-172,2025-09-24,tire_rotation,1514.16,Tire Rotation - preventive,MECH-14,103155,2025-12-20,20.7
VEH-224,2025-03-22,inspection,84.77,Inspection - routine,MECH-1,104204,,7.3
VEH-105,2025-09-07,brake_service,1571.59,Brake Service - scheduled,MECH-2,143250,,11.0
VEH-299,2024-07-28,tire_rotation,1478.97,Tire Rotation - scheduled,MECH-4,121478,2025-02-17,21.7
VEH-069,2025-04-18,tire_rotation,1723.67,Tire Rotation - preventive,MECH-6,82606,2025-09-16,5.1
VEH-130,2025-04-12,repair,95.54,,MECH-3,55679,2025-08-16,15.4
VEH-002,2025-03-31,general_check,1777.33,General Check - routine,MECH-15,173888,2025-05-12,18.8
VEH-188,2026-04-07,brake_service,1578.02,Brake Service - scheduled,MECH-11,83723,2026-08-28,3.9
VEH-055,2025-04-26,tire_rotation,1151.74,Tire Rotation - routine,MECH-11,46447,2025-07-25,20.1
VEH-111,2025-02-21,inspection,357.26,Inspection - routine,MECH-2,119841,2025-09-15,8.5
VEH-105,2025-07-02,inspection,510.68,Inspection - routine,MECH-19,199039,,8.0
VEH-170,2024-09-01,general_check,457.78,General Check - routine,MECH-10,99217,,2.9
VEH-201,2025-02-20,brake_service,1377.77,Brake Service - scheduled,MECH-3,22950,2025-05-24,7.4
VEH-234,2024-12-18,tire_rotation,1755.99,Tire Rotation - routine,MECH-20,66722,2025-10-21,16.5
VEH-282,2026-03-25,general_check,1891.39,General Check - scheduled,MECH-13,145807,2026-10-24,13.3
VEH-201,2025-01-02,brake_service,1080.97,Brake Service - preventive,MECH-1,145317,2025-04-05,9.0
VEH-105,2024-08-27,tire_rotation,755.26,Tire Rotation - preventive,MECH-10,190270,2025-04-11,19.7
VEH-093,2025-12-24,brake_service,1309.68,Brake Service - scheduled,MECH-3,68124,2026-03-04,4.4
VEH-293,2024-10-16,replacement,1223.69,,MECH-15,42550,,10.3
VEH-185,2026-03-02,replacement,167.31,Replacement - scheduled,MECH-5,118424,2026-11-06,18.3
